4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,8,8,8,8,4,4,8,4,4,8,8,4,4,4,8,8,8,8,4,4,8,8,8,8,4,8,8,8,8,4,8,8,4,8,4,4,8,8,8,4,8,8,8,4,8,8,4,8,8,4,8,8,4,8,8,8,8,8,8,8,8,8,8,12,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,8,8,8,8,8,8,4,8,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,8,8,4,4,8,8,8,8,4,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,8,8,4,8,8,4,4,4,8,8,8,8,8,8,8,8,8,8,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,8,8,4,4,4,4,4,4,4,8,4,4,4,4,4,4,8,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,0,0,4,4,0,0,4,4,4,0,4,4,4,4,4,4,0,0,0,4,0,0,4,4,0,0,4,4,4,4
4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,4,8,8,4,4,8,4,4,4,8,8,4,4,8,4,4,4,4,4,4,4,8,8,4,4,4,8,8,4,8,8,4,8,4,8,4,4,8,4,4,4,8,8,4,4,8,4,4,4,8,4,8,8,4,8,4,4,12,8,8,4,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,4,8,8,8,8,8,8,4,4,8,8,4,4,8,8,4,4,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,8,8,8,8,8,8,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,8,8,8,4,4,8,8,4,4,8,4,4,4,8,8,4,4,8,8,8,8,8,8,8,8,12,8,4,8,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,8,8,4,8,8,8,8,4,8,8,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,8,12,4,4,4,4,8,4,8,8,4,4,4,4,4,4,4,8,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,8,4,0,0,4,4,0,0,4,0,0,0,4,4,0,0,0,0,0,4,4,4,0,4,4,4,0,0,4,4,0,0,4,4,8,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,0,4,8,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,8,4,4,4,8,4,8,4,8,8,4,4,8,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8,4,4,4,8,8,4,8,8,8,8,4,8,4,4,8,8,4,4,4,4,8,4,8,8,8,4,8,8,4,8,8,8,8,8,8,8,4,8,8,8,4,4,8,4,4,8,8,8,8,4,4,8,4,8,4,4,4,4,8,8,8,8,8,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,8,8,8,8,8,8,4,4,8,8,8,8,8,8,4,4,8,8,4,8,8,8,4,8,8,8,4,4,8,8,4,4,8,8,8,8,8,8,4,4,8,8,4,4,8,4,4,8,8,8,8,4,8,8,4,4,8,8,4,8,8,8,8,8,8,8,4,4,8,8,4,8,8,8,4,4,8,4,4,4,4,4,4,4,8,4,4,4,4,4,8,8,8,8,8,4,4,8,4,4,8,8,4,8,8,4,8,8,8,8,8,8,8,8,8,4,4,8,8,8,8,8,4,4,8,8,4,4,8,8,12,8,8,8,8,4,8,4,4,4,8,8,4,4,4,4,4,4,8,8,4,4,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,8,4,0,4,4,4,4,4,8,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,0,0,0,4,4,4,4,4,0,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,4,0,0,4,4,0,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,8,8,4,4,4,8,4,4,4,8,8,4,8,8,4,8,4,8,4,4,4,4,4,4,4,8,8,4,4,8,8,4,8,4,8,4,4,8,4,4,4,4,8,4,4,8,8,4,4,4,4,8,4,8,8,4,8,4,4,4,8,8,8,8,8,8,8,4,8,8,4,4,4,8,4,4,8,8,8,8,4,8,4,4,8,8,8,4,4,8,4,8,8,8,12,4,4,8,8,8,4,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,4,4,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,4,4,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,8,8,8,8,8,8,4,4,8,8,8,8,8,8,4,4,8,8,4,8,4,8,4,8,8,8,4,4,8,8,4,4,8,8,8,8,8,4,8,4,8,8,4,4,8,8,4,8,8,8,8,4,8,8,4,4,8,8,4,4,8,8,4,8,8,8,4,4,8,8,8,8,8,8,4,4,8,8,4,4,4,4,4,4,8,8,4,4,4,4,4,4,8,8,4,4,8,8,4,4,8,8,4,8,8,8,8,4,8,8,8,8,8,8,8,4,4,8,4,8,8,4,4,4,8,8,4,4,8,8,8,8,8,8,4,4,8,4,4,8,8,4,4,4,4,4,4,4,8,4,4,4,8,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,8,4,4,8,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,0,0,4,4,0,4,0,0,0,0,4,0,0,0,4,0,0,0,4,4,0,0,4,4,4,4,0,0,4,4,4,4
4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,4,8,8,4,8,8,4,4,4,4,8,4,4,8,8,4,4,4,4,4,4,4,4,8,4,8,8,4,4,8,8,4,4,8,8,4,8,8,8,8,8,8,4,4,4,8,8,8,4,8,8,4,4,8,8,4,4,8,8,4,4,8,8,8,8,8,8,8,8,8,8,8,4,8,12,8,8,8,8,4,4,8,8,4,4,12,8,4,4,8,8,8,8,8,12,4,8,8,8,4,8,8,8,8,8,8,8,8,8,12,8,8,8,8,8,8,8,8,8,4,8,12,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,12,8,4,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,4,4,8,12,4,8,8,8,8,8,8,8,8,8,8,8,4,4,8,8,4,4,8,8,8,8,12,8,8,8,8,8,8,8,8,8,8,4,8,8,4,4,8,4,4,4,8,8,4,4,4,4,4,8,4,4,4,8,8,8,8,4,8,8,4,4,8,8,8,8,8,4,4,8,8,8,8,4,8,8,8,4,8,8,4,8,8,8,4,4,8,8,4,8,8,8,8,4,8,8,8,4,8,4,8,8,8,4,4,8,4,4,4,4,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,4,0,4,4,4,4,4,4,4,0,0,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,4,0,4,4,4,0,0,8,4,4,4
4,8,4,4,4,4,0,0,4,4,0,0,4,4,4,0,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,8,4,4,4,8,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,4,4,4,4,4,8,8,4,4,4,4,4,4,8,4,4,4,8,8,4,4,8,8,4,4,8,4,4,8,8,4,4,4,4,4,8,8,8,8,8,8,8,8,4,4,8,8,4,4,8,8,4,4,4,8,4,4,8,4,4,4,8,12,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,12,8,8,8,8,8,8,8,8,8,4,8,8,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12,8,8,8,8,8,8,8,8,8,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,4,8,4,8,8,4,4,4,8,4,4,8,8,4,4,4,4,8,4,4,8,8,8,8,8,8,8,8,8,4,4,4,8,8,4,8,8,8,4,8,8,4,4,8,8,8,4,4,8,8,8,8,8,8,4,4,8,4,4,4,4,8,4,4,4,4,4,8,4,4,4,4,8,8,8,4,4,4,4,4,4,8,4,4,4,4,4,4,8,4,4,4,4,8,4,4,8,8,8,8,8,8,8,4,8,8,4,8,8,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,8,0,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0,4,4,4,0,4,0,0,4,0,0,0,0,4,0,0,0,4,4,0,4,4,0,4,4,4,4,4,4
4,0,4,4,4,4,4,4,0,4,4,0,0,4,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4,8,4,4,8,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,8,8,4,8,8,4,4,4,4,4,8,8,8,4,4,4,8,8,8,4,4,4,4,4,8,4,4,4,4,8,8,8,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,4,4,8,4,4,8,8,4,8,8,8,4,4,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,4,8,8,4,4,4,8,8,4,4,8,4,4,4,8,8,4,4,8,8,4,4,8,8,4,4,4,8,4,4,8,8,4,4,8,8,4,4,8,8,4,8,8,8,4,8,8,8,8,4,4,8,8,4,4,4,8,8,8,8,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,8,8,8,4,8,8,8,4,8,8,8,8,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,4,4,0,4,4
0,0,4,4,4,4,4,4,0,4,4,4,0,4,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,4,4,4,8,4,4,4,4,4,8,8,8,4,4,8,8,8,4,4,8,4,4,4,8,4,4,8,8,4,4,4,8,4,4,4,4,4,4,4,4,4,8,8,8,4,4,4,8,8,8,4,4,4,8,4,8,8,8,8,4,8,8,4,8,8,4,8,4,4,8,8,8,8,8,8,8,8,8,8,8,8,4,4,8,8,8,8,8,8,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,8,8,8,8,8,8,8,4,8,8,4,4,4,8,8,8,4,8,4,4,8,8,8,4,4,8,8,4,4,8,8,8,4,4,8,4,4,8,8,4,4,8,8,4,8,8,8,4,8,8,8,8,8,8,8,4,8,4,4,8,8,8,4,4,8,4,8,4,4,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,8,8,4,4,4,4,4,4,4,8,4,4,4,8,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,0,4,4,0,0,4,4,0,4,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,4,0,0,4,0,0,4,4,0,4,0,4,4
4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,8,8,8,4,4,8,4,4,4,8,8,4,4,8,8,4,4,8,8,4,4,8,8,4,4,12,4,4,4,8,8,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,8,4,8,8,8,4,4,8,8,8,8,8,8,4,4,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,8,8,8,4,8,8,8,8,8,8,8,8,4,4,8,8,4,4,8,8,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,4,4,4,8,4,4,8,8,8,4,4,8,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,8,4,4,4,4,4,0,0,4,0,0,0,4,4,0,0,4,4,0,4,4,4,0,0,4,0,0,0,4,0,4,0,4,4,4,0,4,4,4,4
4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,4,8,8,4,4,8,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,4,8,8,4,4,4,4,4,4,4,8,8,4,4,4,4,4,8,8,8,8,8,8,8,4,4,8,4,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,4,8,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,8,8,8,4,4,4,8,8,8,8,8,8,8,4,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12,8,8,8,8,8,8,8,8,8,8,8,8,8,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,8,8,8,8,8,4,8,8,8,8,8,8,8,4,8,8,8,4,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,4,8,8,8,8,4,8,8,8,4,4,4,4,8,8,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,8,8,8,4,4,8,8,4,8,8,4,4,4,4,8,8,8,4,8,8,8,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,8,8,4,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,8,4,4,4,4,8,4,0,4,4,0,0,4,4,0,0,4,4,4,4,4,4,0,0,4,0,0,4,4,4,0,4,4,4,4,4,4,4,4,4
